,wrname,row,col,cell_acres,wr_acres,pct_cell_irr
11024,DVS,223,34,2.4240415,817.109375,0.349062
11025,DVS,223,35,2.0528061,817.109375,0.2956041
11026,DVS,223,36,0.1934853,817.109375,0.0278619
11027,DVS,224,30,3.3859816,817.109375,0.4875813
11028,DVS,224,31,6.9441757,817.109375,0.9999613
11029,DVS,224,32,6.9444447,817.109375,1.0
11030,DVS,224,33,6.9444447,817.109375,1.0
11031,DVS,224,34,6.9444447,817.109375,1.0
11032,DVS,224,35,6.9444447,817.109375,1.0
11033,DVS,224,36,6.5464449,817.109375,0.942688
11034,DVS,224,37,3.88658,817.109375,0.5596675
11035,DVS,224,38,0.0978483,817.109375,0.0140902
11036,DVS,225,27,0.9549952,817.109375,0.1375193
11037,DVS,225,28,0.0923865,817.109375,0.0133036
11038,DVS,225,29,1.7168423,817.109375,0.2472253
11039,DVS,225,30,6.7585206,817.109375,0.973227
11040,DVS,225,31,6.9444447,817.109375,1.0
11041,DVS,225,32,6.9444447,817.109375,1.0
11042,DVS,225,33,6.9444447,817.109375,1.0
11043,DVS,225,34,6.9444447,817.109375,1.0
11044,DVS,225,35,6.9444447,817.109375,1.0
11045,DVS,225,36,6.9444447,817.109375,1.0
11046,DVS,225,37,6.9444447,817.109375,1.0
11047,DVS,225,38,4.6195827,817.109375,0.6652199
11048,DVS,225,39,0.0305454,817.109375,0.0043985
11049,DVS,225,41,0.5305592,817.109375,0.0764005
11050,DVS,226,26,0.0166416,817.109375,0.0023964
11051,DVS,226,27,5.7174468,817.109375,0.8233123
11052,DVS,226,28,6.2517724,817.109375,0.9002552
11053,DVS,226,29,6.0351372,817.109375,0.8690597
11054,DVS,226,30,6.9444447,817.109375,1.0
11055,DVS,226,31,6.9444447,817.109375,1.0
11056,DVS,226,32,6.9444447,817.109375,1.0
11057,DVS,226,33,6.9444447,817.109375,1.0
11058,DVS,226,34,6.9444447,817.109375,1.0
11059,DVS,226,35,6.9444447,817.109375,1.0
11060,DVS,226,36,6.9444447,817.109375,1.0
11061,DVS,226,37,6.9444447,817.109375,1.0
11062,DVS,226,38,6.9444447,817.109375,1.0
11063,DVS,226,39,4.5415583,817.109375,0.6539844
11064,DVS,226,40,4.6317029,817.109375,0.6669652
11065,DVS,226,41,6.9090476,817.109375,0.9949028
11066,DVS,226,42,5.1280003,817.109375,0.738432
11067,DVS,226,43,0.5990623,817.109375,0.086265
11068,DVS,227,25,1.468501,817.109375,0.2114641
11069,DVS,227,26,3.4632535,817.109375,0.4987085
11070,DVS,227,27,6.9444447,817.109375,1.0
11071,DVS,227,28,6.9444447,817.109375,1.0
11072,DVS,227,29,6.9444447,817.109375,1.0
11073,DVS,227,30,6.9444447,817.109375,1.0
11074,DVS,227,31,6.9444447,817.109375,1.0
11075,DVS,227,32,6.9444447,817.109375,1.0
11076,DVS,227,33,6.9444447,817.109375,1.0
11077,DVS,227,34,6.9444447,817.109375,1.0
11078,DVS,227,35,6.9444447,817.109375,1.0
11079,DVS,227,36,6.9444447,817.109375,1.0
11080,DVS,227,37,6.9444447,817.109375,1.0
11081,DVS,227,38,6.9444447,817.109375,1.0
11082,DVS,227,39,6.9444447,817.109375,1.0
11083,DVS,227,40,6.9444447,817.109375,1.0
11084,DVS,227,41,6.9444447,817.109375,1.0
11085,DVS,227,42,6.7707257,817.109375,0.9749845
11086,DVS,227,43,3.1778705,817.109375,0.4576133
11087,DVS,228,23,0.6709541,817.109375,0.0966174
11088,DVS,228,24,3.8749392,817.109375,0.5579913
11089,DVS,228,25,6.5804415,817.109375,0.9475836
11090,DVS,228,26,6.9444447,817.109375,1.0
11091,DVS,228,27,6.9444447,817.109375,1.0
11092,DVS,228,28,6.9444447,817.109375,1.0
11093,DVS,228,29,6.9444447,817.109375,1.0
11094,DVS,228,30,6.9444447,817.109375,1.0
11095,DVS,228,31,6.9444447,817.109375,1.0
11096,DVS,228,32,6.9444447,817.109375,1.0
11097,DVS,228,33,6.9444447,817.109375,1.0
11098,DVS,228,34,6.9444447,817.109375,1.0
11099,DVS,228,35,6.9444447,817.109375,1.0
11100,DVS,228,36,6.9444447,817.109375,1.0
11101,DVS,228,37,6.9444447,817.109375,1.0
11102,DVS,228,38,6.9444447,817.109375,1.0
11103,DVS,228,39,6.9444447,817.109375,1.0
11104,DVS,228,40,6.513824,817.109375,0.9379907
11105,DVS,228,41,3.1440959,817.109375,0.4527498
11106,DVS,228,42,0.5589066,817.109375,0.0804825
11107,DVS,229,23,4.3676844,817.109375,0.6289465
11108,DVS,229,24,6.9444447,817.109375,1.0
11109,DVS,229,25,6.9444447,817.109375,1.0
11110,DVS,229,26,6.9444447,817.109375,1.0
11111,DVS,229,27,6.9444447,817.109375,1.0
11112,DVS,229,28,6.9444447,817.109375,1.0
11113,DVS,229,29,6.9444447,817.109375,1.0
11114,DVS,229,30,6.9444447,817.109375,1.0
11115,DVS,229,31,6.9444447,817.109375,1.0
11116,DVS,229,32,6.9444447,817.109375,1.0
11117,DVS,229,33,6.9444447,817.109375,1.0
11118,DVS,229,34,6.9444447,817.109375,1.0
11119,DVS,229,35,6.9444447,817.109375,1.0
11120,DVS,229,36,6.9444447,817.109375,1.0
11121,DVS,229,37,6.9444447,817.109375,1.0
11122,DVS,229,38,6.6628952,817.109375,0.9594569
11123,DVS,229,39,2.3585317,817.109375,0.3396286
11124,DVS,229,40,0.7077519,817.109375,0.1019163
11125,DVS,230,22,1.3301888,817.109375,0.1915472
11126,DVS,230,23,6.8922625,817.109375,0.9924858
11127,DVS,230,24,6.9444447,817.109375,1.0
11128,DVS,230,25,6.9444447,817.109375,1.0
11129,DVS,230,26,6.9444447,817.109375,1.0
11130,DVS,230,27,6.9444447,817.109375,1.0
11131,DVS,230,28,6.9444447,817.109375,1.0
11132,DVS,230,29,6.9444447,817.109375,1.0
11133,DVS,230,30,6.9444447,817.109375,1.0
11134,DVS,230,31,6.9444447,817.109375,1.0
11135,DVS,230,32,6.9444447,817.109375,1.0
11136,DVS,230,33,6.9444447,817.109375,1.0
11137,DVS,230,34,6.9444447,817.109375,1.0
11138,DVS,230,35,6.9444447,817.109375,1.0
11139,DVS,230,36,6.597486,817.109375,0.950038
11140,DVS,230,37,3.9144638,817.109375,0.5636828
11141,DVS,230,38,1.4692398,817.109375,0.2115705
11142,DVS,231,22,0.1101425,817.109375,0.0158605
11143,DVS,231,23,1.9017479,817.109375,0.2738517
11144,DVS,231,24,4.2628589,817.109375,0.6138517
11145,DVS,231,25,6.4673195,817.109375,0.931294
11146,DVS,231,26,6.9444447,817.109375,1.0
11147,DVS,231,27,6.9444447,817.109375,1.0
11148,DVS,231,28,6.9444447,817.109375,1.0
11149,DVS,231,29,6.9444447,817.109375,1.0
11150,DVS,231,30,6.9444447,817.109375,1.0
11151,DVS,231,31,6.9444447,817.109375,1.0
11152,DVS,231,32,6.9444447,817.109375,1.0
11153,DVS,231,33,6.9444447,817.109375,1.0
11154,DVS,231,34,6.9444447,817.109375,1.0
11155,DVS,231,35,4.0482521,817.109375,0.5829483
11156,DVS,231,36,0.3939107,817.109375,0.0567231
11157,DVS,232,25,0.1566508,817.109375,0.0225577
11158,DVS,232,26,5.379859,817.109375,0.7746997
11159,DVS,232,27,6.5064697,817.109375,0.9369317
11160,DVS,232,28,5.1775093,817.109375,0.7455614
11161,DVS,232,29,6.3945036,817.109375,0.9208085
11162,DVS,232,30,6.9444447,817.109375,1.0
11163,DVS,232,31,6.9444447,817.109375,1.0
11164,DVS,232,32,6.9444447,817.109375,1.0
11165,DVS,232,33,6.9444447,817.109375,1.0
11166,DVS,232,34,5.1682267,817.109375,0.7442247
11167,DVS,232,35,0.0004475,817.109375,6.44e-05
11168,DVS,233,26,0.8951434,817.109375,0.1289007
11169,DVS,233,27,0.2920249,817.109375,0.0420516
11170,DVS,233,29,0.053612,817.109375,0.0077201
11171,DVS,233,30,0.9771367,817.109375,0.1407077
11172,DVS,233,31,0.9255552,817.109375,0.1332799
11173,DVS,233,32,1.7496684,817.109375,0.2519522
11174,DVS,233,33,1.2651863,817.109375,0.1821868
11175,DVS,233,34,0.1991715,817.109375,0.0286807
11176,DVN,215,51,0.8205048,146.0724335,0.1181527
11177,DVN,216,50,1.2872318,146.0724335,0.1853614
11178,DVN,216,51,4.6214819,146.0724335,0.6654934
11179,DVN,216,52,2.6050718,146.0724335,0.3751303
11180,DVN,216,53,0.3290763,146.0724335,0.047387
11181,DVN,217,50,4.0973358,146.0724335,0.5900164
11182,DVN,217,51,6.9444447,146.0724335,1.0
11183,DVN,217,52,6.3634696,146.0724335,0.9163396
11184,DVN,217,53,0.0133385,146.0724335,0.0019207
11185,DVN,218,49,0.3313907,146.0724335,0.0477203
11186,DVN,218,50,6.5734439,146.0724335,0.9465759
11187,DVN,218,51,6.4150281,146.0724335,0.9237641
11188,DVN,218,52,1.3345006,146.0724335,0.1921681
11189,DVN,219,49,3.0000815,146.0724335,0.4320118
11190,DVN,219,50,6.9444447,146.0724335,1.0
11191,DVN,219,51,4.6688781,146.0724335,0.6723185
11192,DVN,220,48,0.6166738,146.0724335,0.088801
11193,DVN,220,49,6.4936762,146.0724335,0.9350893
11194,DVN,220,50,6.9444447,146.0724335,1.0
11195,DVN,220,51,3.9565349,146.0724335,0.569741
11196,DVN,221,48,2.3061802,146.0724335,0.33209
11197,DVN,221,49,6.9444447,146.0724335,1.0
11198,DVN,221,50,6.9444447,146.0724335,1.0
11199,DVN,221,51,3.7196062,146.0724335,0.5356233
11200,DVN,222,48,2.0475304,146.0724335,0.2948444
11201,DVN,222,49,6.9444447,146.0724335,1.0
11202,DVN,222,50,6.9372354,146.0724335,0.9989619
11203,DVN,222,51,1.395255,146.0724335,0.2009167
11204,DVN,223,47,1.2817488,146.0724335,0.1845718
11205,DVN,223,48,6.0040584,146.0724335,0.8645844
11206,DVN,223,49,6.9295073,146.0724335,0.997849
11207,DVN,223,50,2.8428447,146.0724335,0.4093696
11208,DVN,224,47,5.5035629,146.0724335,0.7925131
11209,DVN,224,48,4.9286394,146.0724335,0.7097241
11210,DVN,224,49,2.9483414,146.0724335,0.4245611
11211,DVN,225,46,1.0850935,146.0724335,0.1562535
11212,DVN,225,47,1.8793483,146.0724335,0.2706262
11213,DVN,226,46,0.9900409,146.0724335,0.1425659
11214,DVN,226,47,0.079053,146.0724335,0.0113836
11215,487,214,30,2.33e-05,7.0934243,3.4e-06
11216,488-490,214,30,2.33e-05,22.2856579,3.4e-06
11217,492-501,209,35,0.0254689,82.5854263,0.0036675
11218,502-507,209,35,0.0254689,56.8887024,0.0036675
11219,492-501,212,34,0.0026684,82.5854263,0.0003843
11220,502-507,212,34,0.0026684,56.8887024,0.0003843
11221,508,207,36,0.0029125,6.5200787,0.0004194
11222,511,207,36,0.0029125,14.2234001,0.0004194
11223,509-510,198,35,9.83e-05,69.1635284,1.42e-05
11224,513-514,198,35,9.83e-05,416.7434692,1.42e-05
11225,509-510,198,36,0.0002734,69.1635284,3.94e-05
11226,513-514,198,36,0.0002734,416.7434692,3.94e-05
11227,512,203,41,0.0001203,20.2580872,1.73e-05
11228,523-527,203,41,0.0001203,56.093132,1.73e-05
11229,512,203,42,0.0044221,20.2580872,0.0006368
11230,523-527,203,42,0.0044221,56.093132,0.0006368
11231,512,203,43,0.0026762,20.2580872,0.0003854
11232,523-527,203,43,0.0026762,56.093132,0.0003854
11233,513-514,183,37,0.0212462,416.7434692,0.0030595
11234,516-517,183,37,0.0212462,181.6575775,0.0030595
11235,513-514,183,38,0.1097809,416.7434692,0.0158085
11236,516-517,183,38,0.1097809,181.6575775,0.0158085
11237,513-514,183,39,0.0957512,416.7434692,0.0137882
11238,516-517,183,39,0.0957512,181.6575775,0.0137882
11239,513-514,183,40,0.0480444,416.7434692,0.0069184
11240,516-517,183,40,0.0480444,181.6575775,0.0069184
11241,513-514,183,41,0.0061338,416.7434692,0.0008833
11242,516-517,183,41,0.0061338,181.6575775,0.0008833
11243,513-514,183,37,0.0003921,416.7434692,5.65e-05
11244,517A,183,37,0.0003921,2.9686291,5.65e-05
11245,513-514,181,37,0.003019,416.7434692,0.0004347
11246,518-519,181,37,0.003019,293.5333557,0.0004347
11247,513-514,182,37,0.0147741,416.7434692,0.0021275
11248,518-519,182,37,0.0147741,293.5333557,0.0021275
11249,513-514,183,37,0.0002303,416.7434692,3.32e-05
11250,518-519,183,37,0.0002303,293.5333557,3.32e-05
11251,515,187,36,0.0004706,70.0176086,6.78e-05
11252,516-517,187,36,0.0004706,181.6575775,6.78e-05
11253,515,187,37,0.0001205,70.0176086,1.74e-05
11254,516-517,187,37,0.0001205,181.6575775,1.74e-05
11255,515,188,34,0.0005089,70.0176086,7.33e-05
11256,516-517,188,34,0.0005089,181.6575775,7.33e-05
11257,515,188,35,0.0022476,70.0176086,0.0003237
11258,516-517,188,35,0.0022476,181.6575775,0.0003237
11259,515,188,36,0.0007736,70.0176086,0.0001114
11260,516-517,188,36,0.0007736,181.6575775,0.0001114
11261,515,190,34,0.0505114,70.0176086,0.0072736
11262,Fred,190,34,0.0505114,246.995285,0.0072736
11263,516-517,185,34,0.0019328,181.6575775,0.0002783
11264,518-519,185,34,0.0019328,293.5333557,0.0002783
11265,517A,183,37,0.0146621,2.9686291,0.0021113
11266,518-519,183,37,0.0146621,293.5333557,0.0021113
11267,517A,184,37,0.0030549,2.9686291,0.0004399
11268,518-519,184,37,0.0030549,293.5333557,0.0004399
11269,518-519,177,35,0.0013059,293.5333557,0.000188
11270,537,177,35,0.0013059,267.4425964,0.000188
11271,518-519,176,33,0.0014298,293.5333557,0.0002059
11272,539,176,33,0.0014298,155.8655243,0.0002059
11273,518-519,176,34,0.002148,293.5333557,0.0003093
11274,539,176,34,0.002148,155.8655243,0.0003093
11275,518-519,177,34,0.0105458,293.5333557,0.0015186
11276,539,177,34,0.0105458,155.8655243,0.0015186
11277,518-519,177,35,0.0024687,293.5333557,0.0003555
11278,539,177,35,0.0024687,155.8655243,0.0003555
11279,520-522,198,41,0.2054505,98.1196518,0.0295849
11280,528,198,41,0.2054505,36.7577286,0.0295849
11281,520-522,199,41,0.1561796,98.1196518,0.0224899
11282,528,199,41,0.1561796,36.7577286,0.0224899
11283,520-522,200,41,0.0334794,98.1196518,0.004821
11284,528,200,41,0.0334794,36.7577286,0.004821
11285,520-522,195,41,0.001991,98.1196518,0.0002867
11286,529-531,195,41,0.001991,135.5940857,0.0002867
11287,520-522,196,41,0.0889327,98.1196518,0.0128063
11288,529-531,196,41,0.0889327,135.5940857,0.0128063
11289,520-522,197,41,0.220943,98.1196518,0.0318158
11290,529-531,197,41,0.220943,135.5940857,0.0318158
11291,520-522,198,41,0.071206,98.1196518,0.0102537
11292,529-531,198,41,0.071206,135.5940857,0.0102537
11293,523-527,201,42,0.0022321,56.093132,0.0003214
11294,528,201,42,0.0022321,36.7577286,0.0003214
11295,523-527,199,43,0.0008339,56.093132,0.0001201
11296,534,199,43,0.0008339,19.2261181,0.0001201
11297,528,198,42,4.19e-05,36.7577286,6e-06
11298,529-531,198,42,4.19e-05,135.5940857,6e-06
11299,528,198,42,0.0002304,36.7577286,3.32e-05
11300,532-533,198,42,0.0002304,72.2728958,3.32e-05
11301,528,198,43,0.001923,36.7577286,0.0002769
11302,532-533,198,43,0.001923,72.2728958,0.0002769
11303,529-531,190,43,0.0015889,135.5940857,0.0002288
11304,532-533,190,43,0.0015889,72.2728958,0.0002288
11305,529-531,191,42,0.0029509,135.5940857,0.0004249
11306,532-533,191,42,0.0029509,72.2728958,0.0004249
11307,529-531,193,42,0.0023526,135.5940857,0.0003388
11308,532-533,193,42,0.0023526,72.2728958,0.0003388
11309,529-531,197,42,0.0003288,135.5940857,4.74e-05
11310,532-533,197,42,0.0003288,72.2728958,4.74e-05
11311,529-531,198,42,0.000364,135.5940857,5.24e-05
11312,532-533,198,42,0.000364,72.2728958,5.24e-05
11313,532-533,198,43,0.0022527,72.2728958,0.0003244
11314,534,198,43,0.0022527,19.2261181,0.0003244
11315,532-533,198,44,3.93e-05,72.2728958,5.7e-06
11316,534,198,44,3.93e-05,19.2261181,5.7e-06
11317,532-533,194,44,0.0074027,72.2728958,0.001066
11318,535-536,194,44,0.0074027,173.5991058,0.001066
11319,064,147,78,6.05e-05,104.5396042,8.7e-06
11320,065,147,78,6.05e-05,40.8600883,8.7e-06
11321,064,148,75,2.69e-05,104.5396042,3.9e-06
11322,066,148,75,2.69e-05,25.6969337,3.9e-06
11323,068,143,78,0.0001022,39.9522018,1.47e-05
11324,071,143,78,0.0001022,31.8207569,1.47e-05
11325,068,144,78,0.0570605,39.9522018,0.0082167
11326,071,144,78,0.0570605,31.8207569,0.0082167
11327,068,145,78,0.0567082,39.9522018,0.008166
11328,071,145,78,0.0567082,31.8207569,0.008166
11329,079,114,68,0.2345365,137.1938934,0.0337733
11330,086,114,68,0.2345365,83.4178085,0.0337733
11331,079,114,69,0.1620702,137.1938934,0.0233381
11332,086,114,69,0.1620702,83.4178085,0.0233381
11333,079,114,70,0.0811925,137.1938934,0.0116917
11334,086,114,70,0.0811925,83.4178085,0.0116917
11335,079,114,71,0.0568611,137.1938934,0.008188
11336,086,114,71,0.0568611,83.4178085,0.008188
11337,079,114,72,0.0001721,137.1938934,2.48e-05
11338,086,114,72,0.0001721,83.4178085,2.48e-05
11339,080,108,65,0.0014215,219.3101654,0.0002047
11340,089,108,65,0.0014215,163.2728424,0.0002047
11341,080,109,65,0.0074712,219.3101654,0.0010759
11342,089,109,65,0.0074712,163.2728424,0.0010759
11343,081,114,58,0.0014199,75.7929535,0.0002045
11344,167,114,58,0.0014199,40.9024925,0.0002045
11345,081,114,59,0.0013981,75.7929535,0.0002013
11346,167,114,59,0.0013981,40.9024925,0.0002013
11347,081,114,60,0.0003691,75.7929535,5.32e-05
11348,167,114,60,0.0003691,40.9024925,5.32e-05
11349,093,112,52,0.0647514,425.2001343,0.0093242
11350,384,112,52,0.0647514,4.6981101,0.0093242
11351,093,114,53,0.0215989,425.2001343,0.0031102
11352,384,114,53,0.0215989,4.6981101,0.0031102
11353,100,27,52,0.0135784,356.9683228,0.0019553
11354,682,27,52,0.0135784,130.0728607,0.0019553
11355,102,78,45,0.0004471,225.9128113,6.44e-05
11356,104,78,45,0.0004471,157.9533997,6.44e-05
11357,102,78,46,0.0002506,225.9128113,3.61e-05
11358,104,78,46,0.0002506,157.9533997,3.61e-05
11359,102,78,47,2.71e-05,225.9128113,3.9e-06
11360,104,78,47,2.71e-05,157.9533997,3.9e-06
11361,106,70,45,0.0004105,78.9599991,5.91e-05
11362,107,70,45,0.0004105,158.0414734,5.91e-05
11363,106,71,45,0.0026719,78.9599991,0.0003848
11364,107,71,45,0.0026719,158.0414734,0.0003848
11365,106,72,45,0.0011972,78.9599991,0.0001724
11366,107,72,45,0.0011972,158.0414734,0.0001724
11367,106,73,45,7.12e-05,78.9599991,1.03e-05
11368,107,73,45,7.12e-05,158.0414734,1.03e-05
11369,131,143,72,0.0246272,27.2399845,0.0035463
11370,137,143,72,0.0246272,20.0198002,0.0035463
11371,131,143,73,0.0337478,27.2399845,0.0048597
11372,137,143,73,0.0337478,20.0198002,0.0048597
11373,131,144,72,0.0794996,27.2399845,0.0114479
11374,137,144,72,0.0794996,20.0198002,0.0114479
11375,131,144,73,0.0244043,27.2399845,0.0035142
11376,137,144,73,0.0244043,20.0198002,0.0035142
11377,145,132,67,0.0074817,8.6515961,0.0010774
11378,145A,132,67,0.0074817,14.2404623,0.0010774
11379,145,133,67,0.0160153,8.6515961,0.0023062
11380,145A,133,67,0.0160153,14.2404623,0.0023062
11381,161,119,59,0.000331,51.1428337,4.77e-05
11382,165,119,59,0.000331,27.9599648,4.77e-05
11383,161,119,60,7.3e-05,51.1428337,1.05e-05
11384,165,119,60,7.3e-05,27.9599648,1.05e-05
11385,161,119,58,0.2979205,51.1428337,0.0429006
11386,166,119,58,0.2979205,13.0641966,0.0429006
11387,161,119,59,0.0005625,51.1428337,8.1e-05
11388,166,119,59,0.0005625,13.0641966,8.1e-05
11389,166,116,58,0.0992135,13.0641966,0.0142867
11390,167,116,58,0.0992135,40.9024925,0.0142867
11391,166,116,59,0.00149,13.0641966,0.0002146
11392,167,116,59,0.00149,40.9024925,0.0002146
11393,166,116,58,6.6e-06,13.0641966,9e-07
11394,168,116,58,6.6e-06,4.4688568,9e-07
11395,166,117,58,0.0119168,13.0641966,0.001716
11396,168,117,58,0.0119168,4.4688568,0.001716
11397,166,116,58,1.59e-05,13.0641966,2.3e-06
11398,169,116,58,1.59e-05,32.5990753,2.3e-06
11399,166,117,58,0.0511987,13.0641966,0.0073726
11400,170,117,58,0.0511987,26.309309,0.0073726
11401,166,118,58,0.0410984,13.0641966,0.0059182
11402,170,118,58,0.0410984,26.309309,0.0059182
11403,166,119,58,0.0105805,13.0641966,0.0015236
11404,170,119,58,0.0105805,26.309309,0.0015236
11405,170,118,57,6.53e-05,26.309309,9.4e-06
11406,171,118,57,6.53e-05,2.5094726,9.4e-06
11407,170,119,57,0.017353,26.309309,0.0024988
11408,171,119,57,0.017353,2.5094726,0.0024988
11409,170,119,58,0.0002548,26.309309,3.67e-05
11410,330,119,58,0.0002548,34.9931641,3.67e-05
11411,170,118,56,0.0161068,26.309309,0.0023194
11412,363,118,56,0.0161068,0.538464,0.0023194
11413,171,119,56,0.0528822,2.5094726,0.007615
11414,330,119,56,0.0528822,34.9931641,0.007615
11415,171,119,57,0.0090209,2.5094726,0.001299
11416,330,119,57,0.0090209,34.9931641,0.001299
11417,177,133,64,0.0022244,44.8857841,0.0003203
11418,180,133,64,0.0022244,8.9846363,0.0003203
11419,183,131,57,0.0430705,50.9472923,0.0062022
11420,184,131,57,0.0430705,11.903204,0.0062022
11421,183,131,58,0.5089548,50.9472923,0.0732895
11422,184,131,58,0.5089548,11.903204,0.0732895
11423,183,131,59,0.2341057,50.9472923,0.0337112
11424,184,131,59,0.2341057,11.903204,0.0337112
11425,183,131,60,0.0170045,50.9472923,0.0024486
11426,184,131,60,0.0170045,11.903204,0.0024486
11427,189,126,55,0.1243365,55.0493011,0.0179045
11428,190,126,55,0.1243365,10.5794477,0.0179045
11429,189,126,56,0.0046628,55.0493011,0.0006714
11430,190,126,56,0.0046628,10.5794477,0.0006714
11431,190,125,56,0.0023069,10.5794477,0.0003322
11432,322,125,56,0.0023069,142.9350586,0.0003322
11433,190,126,57,0.006165,10.5794477,0.0008878
11434,322,126,57,0.006165,142.9350586,0.0008878
11435,190,126,58,2.3e-06,10.5794477,3e-07
11436,322,126,58,2.3e-06,142.9350586,3e-07
11437,190,127,58,0.0004524,10.5794477,6.51e-05
11438,322,127,58,0.0004524,142.9350586,6.51e-05
11439,192,127,53,0.0924495,91.8228455,0.0133127
11440,193,127,53,0.0924495,23.5517712,0.0133127
11441,192,123,52,0.0017024,91.8228455,0.0002452
11442,197,123,52,0.0017024,67.0123672,0.0002452
11443,192,123,53,0.0022844,91.8228455,0.0003289
11444,197,123,53,0.0022844,67.0123672,0.0003289
11445,192,125,54,0.0004787,91.8228455,6.89e-05
11446,329,125,54,0.0004787,13.8257866,6.89e-05
11447,192,125,55,0.0015157,91.8228455,0.0002183
11448,329,125,55,0.0015157,13.8257866,0.0002183
11449,199,127,48,0.0083141,60.2242737,0.0011972
11450,201,127,48,0.0083141,42.8476486,0.0011972
11451,199,125,43,0.0038881,60.2242737,0.0005599
11452,203,125,43,0.0038881,215.8357391,0.0005599
11453,199,123,43,0.0009143,60.2242737,0.0001317
11454,205,123,43,0.0009143,18.6937141,0.0001317
11455,199,124,43,0.0165492,60.2242737,0.0023831
11456,205,124,43,0.0165492,18.6937141,0.0023831
11457,199,125,43,0.0021622,60.2242737,0.0003114
11458,205,125,43,0.0021622,18.6937141,0.0003114
11459,200,128,49,0.0002283,27.2232609,3.29e-05
11460,304B,128,49,0.0002283,40.1773376,3.29e-05
11461,200,128,50,0.215537,27.2232609,0.0310373
11462,304B,128,50,0.215537,40.1773376,0.0310373
11463,203,124,38,0.0840243,215.8357391,0.0120995
11464,207,124,38,0.0840243,26.7129135,0.0120995
11465,203,125,38,0.1512613,215.8357391,0.0217816
11466,207,125,38,0.1512613,26.7129135,0.0217816
11467,203,125,38,0.1448703,215.8357391,0.0208613
11468,209,125,38,0.1448703,446.1825562,0.0208613
11469,203,126,38,0.1866268,215.8357391,0.0268743
11470,209,126,38,0.1866268,446.1825562,0.0268743
11471,203,127,38,0.0294953,215.8357391,0.0042473
11472,209,127,38,0.0294953,446.1825562,0.0042473
11473,203,123,40,0.0001977,215.8357391,2.85e-05
11474,219,123,40,0.0001977,154.6651764,2.85e-05
11475,203,123,41,0.0018701,215.8357391,0.0002693
11476,219,123,41,0.0018701,154.6651764,0.0002693
11477,203,123,42,0.0040703,215.8357391,0.0005861
11478,219,123,42,0.0040703,154.6651764,0.0005861
11479,203,123,43,5.2e-06,215.8357391,7e-07
11480,219,123,43,5.2e-06,154.6651764,7e-07
11481,206,123,37,0.0001215,6.3817759,1.75e-05
11482,207,123,37,0.0001215,26.7129135,1.75e-05
11483,208,123,30,0.0002532,119.3387451,3.65e-05
11484,210,123,30,0.0002532,141.0458221,3.65e-05
11485,208,123,31,0.0006359,119.3387451,9.16e-05
11486,210,123,31,0.0006359,141.0458221,9.16e-05
11487,208,123,32,0.0009607,119.3387451,0.0001383
11488,210,123,32,0.0009607,141.0458221,0.0001383
11489,208,123,33,0.0007765,119.3387451,0.0001118
11490,210,123,33,0.0007765,141.0458221,0.0001118
11491,208,123,34,6.52e-05,119.3387451,9.4e-06
11492,210,123,34,6.52e-05,141.0458221,9.4e-06
11493,208,123,29,3.47e-05,119.3387451,5e-06
11494,212,123,29,3.47e-05,133.0225372,5e-06
11495,208,123,30,5.68e-05,119.3387451,8.2e-06
11496,212,123,30,5.68e-05,133.0225372,8.2e-06
11497,209,133,34,0.0081992,446.1825562,0.0011807
11498,316,133,34,0.0081992,49.5638504,0.0011807
11499,212,123,24,0.0004738,133.0225372,6.82e-05
11500,642,123,24,0.0004738,78.2711182,6.82e-05
11501,212,123,25,0.0016528,133.0225372,0.000238
11502,642,123,25,0.0016528,78.2711182,0.000238
11503,212,123,26,0.0005361,133.0225372,7.72e-05
11504,642,123,26,0.0005361,78.2711182,7.72e-05
11505,217,119,46,0.0031691,82.1154175,0.0004564
11506,218,119,46,0.0031691,9.4597292,0.0004564
11507,218,119,46,8.3e-05,9.4597292,1.2e-05
11508,223,119,46,8.3e-05,9.929512,1.2e-05
11509,218,119,47,0.0001207,9.4597292,1.74e-05
11510,223,119,47,0.0001207,9.929512,1.74e-05
11511,218,120,48,0.0003414,9.4597292,4.92e-05
11512,326,120,48,0.0003414,84.4759979,4.92e-05
11513,219,119,39,8.9e-05,154.6651764,1.28e-05
11514,220,119,39,8.9e-05,152.3529968,1.28e-05
11515,219,120,39,0.0132836,154.6651764,0.0019128
11516,220,120,39,0.0132836,152.3529968,0.0019128
11517,219,121,39,0.0019242,154.6651764,0.0002771
11518,220,121,39,0.0019242,152.3529968,0.0002771
11519,220,118,38,0.0025191,152.3529968,0.0003628
11520,227,118,38,0.0025191,318.8636169,0.0003628
11521,220,118,39,0.0003371,152.3529968,4.85e-05
11522,227,118,39,0.0003371,318.8636169,4.85e-05
11523,221,117,39,0.005131,22.4252815,0.0007389
11524,227,117,39,0.005131,318.8636169,0.0007389
11525,221,118,39,0.0018031,22.4252815,0.0002596
11526,227,118,39,0.0018031,318.8636169,0.0002596
11527,222,119,46,0.0089621,233.0159912,0.0012905
11528,223,119,46,0.0089621,9.929512,0.0012905
11529,222,119,47,0.0103251,233.0159912,0.0014868
11530,223,119,47,0.0103251,9.929512,0.0014868
11531,222,119,48,0.0056781,233.0159912,0.0008176
